municipality_code,prefecture,municipality_name,reading_katakana
335860,岡山県,新庄村,しんじようそん
336068,岡山県,鏡野町,かがみのちょう
336220,岡山県,勝央町,しょうおうちょう
336238,岡山県,奈義町,なぎちょう
336432,岡山県,西粟倉村,にしあわくらそん
336637,岡山県,久米南町,くめなんちょう
336661,岡山県,美咲町,みさきちょう
336815,岡山県,吉備中央町,きびちゅうおうちょう
341002,広島県,広島市,ひろしまし
342025,広島県,呉市,くれし
342033,広島県,竹原市,たけはらし
342041,広島県,三原市,みはらし
342050,広島県,尾道市,おのみちし
342076,広島県,福山市,ふくやまし
342084,広島県,府中市,ふちゅうし
342092,広島県,三次市,みよしし
342106,広島県,庄原市,しょうばらし
342114,広島県,大竹市,おおたけし
342122,広島県,東広島市,ひがしひろしまし
342131,広島県,廿日市市,はつかいちし
342149,広島県,安芸高田市,あきたかたし
342157,広島県,江田島市,えたじまし
343021,広島県,府中町,ふちゅうちょう
343048,広島県,海田町,かいたちょう
343072,広島県,熊野町,くまのちょう
343099,広島県,坂町,さかちょう
343684,広島県,安芸太田町,あきおおたちょう
343692,広島県,北広島町,きたひろしまちょう
344311,広島県,大崎上島町,おおさきかみじまちょう
344621,広島県,世羅町,せらちょう
345458,広島県,神石高原町,じんせきこうげんちょう
352012,山口県,下関市,しものせきし
352021,山口県,宇部市,うべし
352039,山口県,山口市,やまぐちし
352047,山口県,萩市,はぎし
352063,山口県,防府市,ほうふし
352071,山口県,下松市,くだまつし
352080,山口県,岩国市,いわくにし
352101,山口県,光市,ひかりし
352110,山口県,長門市,ながとし
352128,山口県,柳井市,やないし
352136,山口県,美祢市,みねし
352152,山口県,周南市,しゅうなんし
352161,山口県,山陽小野田市,さんようおのだし
353051,山口県,周防大島町,すおうおおしまちょう
353213,山口県,和木町,わきちょう
353418,山口県,上関町,かみのせきちょう
353434,山口県,田布施町,たぶせちょう
353442,山口県,平生町,ひらおちょう
355020,山口県,阿武町,あぶちょう
362026,徳島県,鳴門市,なるとし
362034,徳島県,小松島市,こまつしまし
362042,徳島県,阿南市,あなんし
362051,徳島県,吉野川市,よしのがわし
362069,徳島県,阿波市,あわし
362077,徳島県,美馬市,みまし
362085,徳島県,三好市,みよしし
363014,徳島県,勝浦町,かつうらちょう
363022,徳島県,上勝町,かみかつちょう
363219,徳島県,佐那河内村,さなごうちそん
363413,徳島県,石井町,いしいちょう
363421,徳島県,神山町,かみやまちょう
363685,徳島県,那賀町,なかちょう
363839,徳島県,牟岐町,むぎちょう
363871,徳島県,美波町,みなみちょう
363880,徳島県,海陽町,かいようちょう
364011,徳島県,松茂町,まつしげちょう
364029,徳島県,北島町,きたじまちょう
364037,徳島県,藍住町,あいずみちょう
364045,徳島県,板野町,いたのちょう
364053,徳島県,上板町,かみいたちょう
364681,徳島県,つるぎ町,つるぎちょう
364894,徳島県,東みよし町,ひがしみよしちょう
372013,香川県,高松市,たかまつし
372021,香川県,丸亀市,まるがめし
372030,香川県,坂出市,さかいでし
372048,香川県,善通寺市,ぜんつうじし
372056,香川県,観音寺市,かんおんじし
372064,香川県,さぬき市,さぬきし
372072,香川県,東かがわ市,ひがしかがわし
372081,香川県,三豊市,みとよし
373222,香川県,土庄町,とのしょうちょう
373249,香川県,小豆島町,しょうどしまちょう
373419,香川県,三木町,みきちょう
373648,香川県,直島町,なおしまちょう
373869,香川県,宇多津町,うたづちょう
373877,香川県,綾川町,あやがわちょう
374032,香川県,琴平町,ことひらちょう
374041,香川県,多度津町,たどつちょう
374067,香川県,まんのう町,まんのうちょう
382019,愛媛県,松山市,まつやまし
382027,愛媛県,今治市,いまばりし
382035,愛媛県,宇和島市,うわじまし
382043,愛媛県,八幡浜市,やわたはまし
382051,愛媛県,新居浜市,にいはまし
382060,愛媛県,西条市,さいじょうし
382078,愛媛県,大洲市,おおずし
382108,愛媛県,伊予市,いよし
382132,愛媛県,四国中央市,しこくちゅうおうし
382141,愛媛県,西予市,せいよし
382159,愛媛県,東温市,とうおんし
383562,愛媛県,上島町,かみじまちょう
383864,愛媛県,久万高原町,くまこうげんちょう
384011,愛媛県,松前町,まさきちょう
384020,愛媛県,砥部町,とべちょう
384224,愛媛県,内子町,うちこちょう
384844,愛媛県,松野町,まつのちょう
384887,愛媛県,鬼北町,きほくちょう
385069,愛媛県,愛南町,あいなんちょう
392014,高知県,高知市,こうちし
392022,高知県,室戸市,むろとし
392031,高知県,安芸市,あきし
392049,高知県,南国市,なんこくし
392057,高知県,土佐市,とさし
392065,高知県,須崎市,すさきし
392081,高知県,宿毛市,すくもし
392090,高知県,土佐清水市,とさしみずし
392103,高知県,四万十市,しまんとし
392111,高知県,香南市,こうなんし
392120,高知県,香美市,かみし
393011,高知県,東洋町,とうようちょう
393029,高知県,奈半利町,なはりちょう
393037,高知県,田野町,たのちょう
393045,高知県,安田町,やすだちょう
393053,高知県,北川村,きたがわむら
393061,高知県,馬路村,うまじむら
393070,高知県,芸西村,げいせいむら
393410,高知県,本山町,もとやまちょう
393444,高知県,大豊町,おおとよちょう
393631,高知県,土佐町,とさちょう
393649,高知県,大川村,おおかわむら
393860,高知県,いの町,いのちょう
393878,高知県,仁淀川町,によどがわちょう
394017,高知県,中土佐町,なかとさちょう
394025,高知県,佐川町,さかわちょう
394033,高知県,越知町,おちちょう
394050,高知県,梼原町,ゆすはらちょう
394106,高知県,日高村,ひだかむら
394114,高知県,津野町,つのちょう
394122,高知県,四万十町,しまんとちょう
394246,高知県,大月町,おおつきちょう
394271,高知県,三原村,みはらむら
394289,高知県,黒潮町,くろしおちょう
401005,福岡県,北九州市,きたきゅうしゅうし
401307,福岡県,福岡市,ふくおかし
402028,福岡県,大牟田市,おおむたし
402036,福岡県,久留米市,くるめし
402044,福岡県,直方市,のおがたし
402052,福岡県,飯塚市,いいづかし
402061,福岡県,田川市,たがわし
402079,福岡県,柳川市,やながわし
402109,福岡県,八女市,やめし
402117,福岡県,筑後市,ちくごし
402125,福岡県,大川市,おおかわし
402133,福岡県,行橋市,ゆくはしし
402141,福岡県,豊前市,ぶぜんし
402150,福岡県,中間市,なかまし
402168,福岡県,小郡市,おごおりし
402176,福岡県,筑紫野市,ちくしのし
402184,福岡県,春日市,かすがし
402192,福岡県,大野城市,おおのじょうし
402206,福岡県,宗像市,むなかたし
402231,福岡県,古賀市,こがし
402249,福岡県,福津市,ふくつし
402257,福岡県,うきは市,うきはし
402265,福岡県,宮若市,みやわかし
402273,福岡県,嘉麻市,かまし
402281,福岡県,朝倉市,あさくらし
402290,福岡県,みやま市,みやまし
402303,福岡県,糸島市,いとしまし
402311,福岡県,那珂川市,なかがわし
403415,福岡県,宇美町,うみまち
403423,福岡県,篠栗町,ささぐりまち
403431,福岡県,志免町,しめまち
403440,福岡県,須恵町,すえまち
403458,福岡県,新宮町,しんぐうまち
403482,福岡県,久山町,ひさやままち
403491,福岡県,粕屋町,かすやまち
403814,福岡県,芦屋町,あしやまち
403822,福岡県,水巻町,みずまきまち
403831,福岡県,岡垣町,おかがきまち
403849,福岡県,遠賀町,おんがちょう
404012,福岡県,小竹町,こたけまち
404021,福岡県,鞍手町,くらてまち
404217,福岡県,桂川町,けいせんまち
404471,福岡県,筑前町,ちくぜんまち
404489,福岡県,東峰村,とうほうむら
405035,福岡県,大刀洗町,たちあらいまち
405221,福岡県,大木町,おおきまち
405442,福岡県,広川町,ひろかわまち
406015,福岡県,香春町,かわらまち
406023,福岡県,添田町,そえだまち
406040,福岡県,糸田町,いとだまち
406058,福岡県,川崎町,かわさきまち
406082,福岡県,大任町,おおとうまち
406091,福岡県,赤村,あかむら
406104,福岡県,福智町,ふくちまち
406210,福岡県,苅田町,かんだまち
406252,福岡県,みやこ町,みやこまち
406422,福岡県,吉富町,よしとみまち
406465,福岡県,上毛町,こうげまち
406473,福岡県,築上町,ちくじょうまち
412015,佐賀県,佐賀市,さがし
412023,佐賀県,唐津市,からつし
412031,佐賀県,鳥栖市,とすし
412040,佐賀県,多久市,たくし
412058,佐賀県,伊万里市,いまりし
412066,佐賀県,武雄市,たけおし
412074,佐賀県,鹿島市,かしまし
412082,佐賀県,小城市,おぎし
412091,佐賀県,嬉野市,うれしのし
412104,佐賀県,神埼市,かんざきし
413275,佐賀県,吉野ヶ里町,よしのがりちょう
413411,佐賀県,基山町,きやまちょう
413453,佐賀県,上峰町,かみみねちょう
413461,佐賀県,みやき町,みやきちょう
413879,佐賀県,玄海町,げんかいちょう
414018,佐賀県,有田町,ありたちょう
414239,佐賀県,大町町,おおまちちょう
414255,佐賀県,白石町,しろいしちょう
414417,佐賀県,太良町,たらちょう
422011,長崎県,長崎市,ながさきし
422029,長崎県,佐世保市,させぼし
422037,長崎県,島原市,しまばらし
422045,長崎県,諫早市,いさはやし
422053,長崎県,大村市,おおむらし
422070,長崎県,平戸市,ひらどし
422088,長崎県,松浦市,まつうらし
422096,長崎県,対馬市,つしまし
422100,長崎県,壱岐市,いきし
422118,長崎県,五島市,ごとうし
422126,長崎県,西海市,さいかいし
422134,長崎県,雲仙市,うんぜんし
422142,長崎県,南島原市,みなみしまばらし
423076,長崎県,長与町,ながよちょう
423084,長崎県,時津町,とぎつちょう
423211,長崎県,東彼杵町,ひがしそのぎちょう
423220,長崎県,川棚町,かわたなちょう
423238,長崎県,波佐見町,はさみちょう
423831,長崎県,小値賀町,おぢかちょう
423912,長崎県,佐々町,さざちょう
424111,長崎県,新上五島町,しんかみごとうちょう
431001,熊本県,熊本市,くまもとし
432024,熊本県,八代市,やつしろし
432032,熊本県,人吉市,ひとよしし
432041,熊本県,荒尾市,あらおし
432059,熊本県,水俣市,みなまたし
432067,熊本県,玉名市,たまなし
432083,熊本県,山鹿市,やまがし
432105,熊本県,菊池市,きくちし
432113,熊本県,宇土市,うとし
432121,熊本県,上天草市,かみあまくさし
432130,熊本県,宇城市,うきし
432148,熊本県,阿蘇市,あそし
432156,熊本県,天草市,あまくさし
432164,熊本県,合志市,こうしし
433489,熊本県,美里町,みさとまち
433641,熊本県,玉東町,ぎょくとうまち
433675,熊本県,南関町,なんかんまち
433683,熊本県,長洲町,ながすまち
433691,熊本県,和水町,なごみまち
434035,熊本県,大津町,おおづまち
434043,熊本県,菊陽町,きくようまち
434230,熊本県,南小国町,みなみおぐにまち
434248,熊本県,小国町,おぐにまち
434256,熊本県,産山村,うぶやまむら
434281,熊本県,高森町,たかもりまち
434329,熊本県,西原村,にしはらむら
434337,熊本県,南阿蘇村,みなみあそむら
434418,熊本県,御船町,みふねまち
434426,熊本県,嘉島町,かしままち
434434,熊本県,益城町,ましきまち
434442,熊本県,甲佐町,こうさまち
434477,熊本県,山都町,やまとちょう
434680,熊本県,氷川町,ひかわちょう
434841,熊本県,津奈木町,つなぎまち
435015,熊本県,錦町,にしきまち
435058,熊本県,多良木町,たらぎまち
435066,熊本県,湯前町,ゆのまえまち
435074,熊本県,水上村,みずかみむら
435104,熊本県,相良村,さがらむら
435112,熊本県,五木村,いつきむら
435121,熊本県,山江村,やまえむら
435139,熊本県,球磨村,くまむら
435147,熊本県,あさぎり町,あさぎりちょう
435317,熊本県,苓北町,れいほくまち
442011,大分県,大分市,おおいたし
442020,大分県,別府市,べっぷし
442038,大分県,中津市,なかつし
442046,大分県,日田市,ひたし
442054,大分県,佐伯市,さいきし
442062,大分県,臼杵市,うすきし
442071,大分県,津久見市,つくみし
442089,大分県,竹田市,たけたし
442097,大分県,豊後高田市,ぶんごたかだし
442101,大分県,杵築市,きつきし
442119,大分県,宇佐市,うさし
442127,大分県,豊後大野市,ぶんごおおのし
442135,大分県,由布市,ゆふし
442143,大分県,国東市,くにさきし
443221,大分県,姫島村,ひめしまむら
443417,大分県,日出町,ひじまち
444618,大分県,九重町,ここのえまち
444626,大分県,玖珠町,くすまち
452017,宮崎県,宮崎市,みやざきし
452025,宮崎県,都城市,みやこのじょうし
452033,宮崎県,延岡市,のべおかし
452041,宮崎県,日南市,にちなんし
452050,宮崎県,小林市,こばやしし
452068,宮崎県,日向市,ひゅうがし
452076,宮崎県,串間市,くしまし
452084,宮崎県,西都市,さいとし
452092,宮崎県,えびの市,えびのし
453412,宮崎県,三股町,みまたちょう
453617,宮崎県,高原町,たかはるちょう
453820,宮崎県,国富町,くにとみちょう
453838,宮崎県,綾町,あやちょう
454010,宮崎県,高鍋町,たかなべちょう
454028,宮崎県,新富町,しんとみちょう
454036,宮崎県,西米良村,にしめらそん
454044,宮崎県,木城町,きじょうちょう
454052,宮崎県,川南町,かわみなみちょう
454061,宮崎県,都農町,つのちょう
454214,宮崎県,門川町,かどがわちょう
454290,宮崎県,諸塚村,もろつかそん
454303,宮崎県,椎葉村,しいばそん
454311,宮崎県,美郷町,みさとちょう
454419,宮崎県,高千穂町,たかちほちょう
454427,宮崎県,日之影町,ひのかげちょう
454435,宮崎県,五ヶ瀬町,ごかせちょう
462039,鹿児島県,鹿屋市,かのやし
462047,鹿児島県,枕崎市,まくらざきし
462063,鹿児島県,阿久根市,あくねし
462080,鹿児島県,出水市,いずみし
462101,鹿児島県,指宿市,いぶすきし
462136,鹿児島県,西之表市,にしのおもてし
462144,鹿児島県,垂水市,たるみずし
462152,鹿児島県,薩摩川内市,さつませんだいし
462161,鹿児島県,日置市,ひおきし
462179,鹿児島県,曽於市,そおし
462187,鹿児島県,霧島市,きりしまし
462195,鹿児島県,いちき串木野市,いちきくしきのし
462209,鹿児島県,南さつま市,みなみさつまし
462217,鹿児島県,志布志市,しぶしし
462225,鹿児島県,奄美市,あまみし
462233,鹿児島県,南九州市,みなみきゅうしゅうし
462241,鹿児島県,伊佐市,いさし
462250,鹿児島県,姶良市,あいらし
463035,鹿児島県,三島村,みしまむら
463043,鹿児島県,十島村,としまむら
463922,鹿児島県,さつま町,さつまちょう
464040,鹿児島県,長島町,ながしまちょう
464520,鹿児島県,湧水町,ゆうすいちょう
464686,鹿児島県,大崎町,おおさきちょう
464821,鹿児島県,東串良町,ひがしくしらちょう
464902,鹿児島県,錦江町,きんこうちょう
464911,鹿児島県,南大隅町,みなみおおすみちょう
464929,鹿児島県,肝付町,きもつきちょう
465011,鹿児島県,中種子町,なかたねちょう
465020,鹿児島県,南種子町,みなみたねちょう
465054,鹿児島県,屋久島町,やくしまちょう
465232,鹿児島県,大和村,やまとそん
465241,鹿児島県,宇検村,うけんそん
465259,鹿児島県,瀬戸内町,せとうちちょう
465275,鹿児島県,龍郷町,たつごうちょう
465291,鹿児島県,喜界町,きかいちょう
465305,鹿児島県,徳之島町,とくのしまちょう
465313,鹿児島県,天城町,あまぎちょう
465321,鹿児島県,伊仙町,いせんちょう
465330,鹿児島県,和泊町,わどまりちょう
465348,鹿児島県,知名町,ちなちょう
465356,鹿児島県,与論町,よろんちょう
472018,沖縄県,那覇市,なはし
472051,沖縄県,宜野湾市,ぎのわんし
472077,沖縄県,石垣市,いしがきし
472085,沖縄県,浦添市,うらそえし
472093,沖縄県,名護市,なごし
472107,沖縄県,糸満市,いとまんし
472115,沖縄県,沖縄市,おきなわし
472123,沖縄県,豊見城市,とみぐすくし
472131,沖縄県,うるま市,うるまし
472140,沖縄県,宮古島市,みやこじまし
472158,沖縄県,南城市,なんじょうし
473014,沖縄県,国頭村,くにがみそん
473022,沖縄県,大宜味村,おおぎみそん
473031,沖縄県,東村,ひがしそん
473065,沖縄県,今帰仁村,なきじんそん
473111,沖縄県,恩納村,おんなそん
473138,沖縄県,宜野座村,ぎのざそん
473146,沖縄県,金武町,きんちょう
473154,沖縄県,伊江村,いえそん
473243,沖縄県,読谷村,よみたんそん
473251,沖縄県,嘉手納町,かでなちょう
473260,沖縄県,北谷町,ちやたんちょう
473278,沖縄県,北中城村,きたなかぐすくそん
473286,沖縄県,中城村,なかぐすくそん
473294,沖縄県,西原町,にしはらちょう
473481,沖縄県,与那原町,よなばるちょう
473502,沖縄県,南風原町,はえばるちょう
473537,沖縄県,渡嘉敷村,とかしきそん
473545,沖縄県,座間味村,ざまみそん
473553,沖縄県,粟国村,あぐにそん
473561,沖縄県,渡名喜村,となきそん
473570,沖縄県,南大東村,みなみだいとうそん
473588,沖縄県,北大東村,きただいとうそん
473596,沖縄県,伊平屋村,いへやそん
473600,沖縄県,伊是名村,いぜなそん
473618,沖縄県,久米島町,くめじまちょう
473626,沖縄県,八重瀬町,やえせちょう
473758,沖縄県,多良間村,たらまそん
473812,沖縄県,竹富町,たけとみちょう
473821,沖縄県,与那国町,よなぐにちょう
011002,北海道,札幌市,さっぽろし
011011,北海道,札幌市中央区,さっぽろしちゅうおうく
011029,北海道,札幌市北区,さっぽろしきたく
011037,北海道,札幌市東区,さっぽろしひがしく
011045,北海道,札幌市白石区,さっぽろししろいしく
011053,北海道,札幌市豊平区,さっぽろしとよひらく
011061,北海道,札幌市南区,さっぽろしみなみく
011070,北海道,札幌市西区,さっぽろしにしく
011088,北海道,札幌市厚別区,さっぽろしあつべつく
011096,北海道,札幌市手稲区,さっぽろしていねく
011100,北海道,札幌市清田区,さっぽろしきよたく
041009,宮城県,仙台市,せんだいし
041017,宮城県,仙台市青葉区,せんだいしあおばく
041025,宮城県,仙台市宮城野区,せんだいしみやぎのく
041033,宮城県,仙台市若林区,せんだいしわかばやしく
041041,宮城県,仙台市太白区,せんだいしたいはくく
041050,宮城県,仙台市泉区,せんだいしいずみく
111007,埼玉県,さいたま市,さいたまし
111015,埼玉県,さいたま市西区,さいたましにしく
111023,埼玉県,さいたま市北区,さいたましきたく
111031,埼玉県,さいたま市大宮区,さいたましおおみやく
111040,埼玉県,さいたま市見沼区,さいたましみぬまく
111058,埼玉県,さいたま市中央区,さいたましちゅうおうく
111066,埼玉県,さいたま市桜区,さいたましさくらく
111074,埼玉県,さいたま市浦和区,さいたましうらわく
111082,埼玉県,さいたま市南区,さいたましみなみく
111091,埼玉県,さいたま市緑区,さいたましみどりく
111104,埼玉県,さいたま市岩槻区,さいたましいわつきく
121002,千葉県,千葉市,ちばし
121011,千葉県,千葉市中央区,ちばしちゅうおうく
121029,千葉県,千葉市花見川区,ちばしはなみがわく
121037,千葉県,千葉市稲毛区,ちばしいなげく
121045,千葉県,千葉市若葉区,ちばしわかばく
121053,千葉県,千葉市緑区,ちばしみどりく
121061,千葉県,千葉市美浜区,ちばしみはまく
141003,神奈川県,横浜市,よこはまし
141011,神奈川県,横浜市鶴見区,よこはましつるみく
141020,神奈川県,横浜市神奈川区,よこはましかながわく
141038,神奈川県,横浜市西区,よこはましにしく
141046,神奈川県,横浜市中区,よこはましなかく
141054,神奈川県,横浜市南区,よこはましみなみく
141062,神奈川県,横浜市保土ケ谷区,よこはましほどがやく
141071,神奈川県,横浜市磯子区,よこはましいそごく
141089,神奈川県,横浜市金沢区,よこはましかなざわく
141097,神奈川県,横浜市港北区,よこはましこうほくく
141101,神奈川県,横浜市戸塚区,よこはましとつかく
141119,神奈川県,横浜市港南区,よこはましこうなんく
141127,神奈川県,横浜市旭区,よこはましあさひく
141135,神奈川県,横浜市緑区,よこはましみどりく
141143,神奈川県,横浜市瀬谷区,よこはましせやく
141151,神奈川県,横浜市栄区,よこはましさかえく
141160,神奈川県,横浜市泉区,よこはましいずみく
141178,神奈川県,横浜市青葉区,よこはましあおばく
141186,神奈川県,横浜市都筑区,よこはましつづきく
141305,神奈川県,川崎市,かわさきし
141313,神奈川県,川崎市川崎区,かわさきしかわさきく
141321,神奈川県,川崎市幸区,かわさきしさいわいく
141330,神奈川県,川崎市中原区,かわさきしなかはらく
141348,神奈川県,川崎市高津区,かわさきしたかつく
141356,神奈川県,川崎市多摩区,かわさきしたまく
141364,神奈川県,川崎市宮前区,かわさきしみやまえく
141372,神奈川県,川崎市麻生区,かわさきしあさおく
141500,神奈川県,相模原市,さがみはらし
141526,神奈川県,相模原市中央区,さがみはらしちゅうおうく
141534,神奈川県,相模原市南区,さがみはらしみなみく
151009,新潟県,新潟市,にいがたし
151017,新潟県,新潟市北区,にいがたしきたく
151025,新潟県,新潟市東区,にいがたしひがしく
151033,新潟県,新潟市中央区,にいがたしちゅうおうく
151041,新潟県,新潟市江南区,にいがたしこうなんく
151050,新潟県,新潟市秋葉区,にいがたしあきはく
151068,新潟県,新潟市南区,にいがたしみなみく
151076,新潟県,新潟市西区,にいがたしにしく
151084,新潟県,新潟市西蒲区,にいがたしにしかんく
221007,静岡県,静岡市,しずおかし
221015,静岡県,静岡市葵区,しずおかしあおいく
221023,静岡県,静岡市駿河区,しずおかしするがく
221031,静岡県,静岡市清水区,しずおかししみずく
221309,静岡県,浜松市,はままつし
221384,静岡県,浜松市中央区,はままつしちゅうおうく
221392,静岡県,浜松市浜名区,はままつしはまなく
221406,静岡県,浜松市天竜区,はままつしてんりゅうく
231002,愛知県,名古屋市,なごやし
231011,愛知県,名古屋市千種区,なごやしちくさく
231029,愛知県,名古屋市東区,なごやしひがしく
231037,愛知県,名古屋市北区,なごやしきたく
231045,愛知県,名古屋市西区,なごやしにしく
231053,愛知県,名古屋市中村区,なごやしなかむらく
231061,愛知県,名古屋市中区,なごやしなかく
231070,愛知県,名古屋市昭和区,なごやししょうわく
231088,愛知県,名古屋市瑞穂区,なごやしみずほく
231096,愛知県,名古屋市熱田区,なごやしあつたく
231100,愛知県,名古屋市中川区,なごやしなかがわく
231118,愛知県,名古屋市港区,なごやしみなとく
231126,愛知県,名古屋市南区,なごやしみなみく
231134,愛知県,名古屋市守山区,なごやしもりやまく
231142,愛知県,名古屋市緑区,なごやしみどりく
231151,愛知県,名古屋市名東区,なごやしめいとうく
231169,愛知県,名古屋市天白区,なごやしてんぱくく
261009,京都府,京都市,きょうとし
261017,京都府,京都市北区,きょうとしきたく
261025,京都府,京都市上京区,きょうとしかみぎょうく
261033,京都府,京都市左京区,きょうとしさきょうく
261041,京都府,京都市中京区,きょうとしなかぎょうく
261050,京都府,京都市東山区,きょうとしひがしやまく
261068,京都府,京都市下京区,きょうとししもぎょうく
261076,京都府,京都市南区,きょうとしみなみく
261084,京都府,京都市右京区,きょうとしうきょうく
261092,京都府,京都市伏見区,きょうとしふしみく
261106,京都府,京都市山科区,きょうとしやましなく
261114,京都府,京都市西京区,きょうとしにしきょうく
271004,大阪府,大阪市,おおさかし
271021,大阪府,大阪市都島区,おおさかしみやこじまく
271039,大阪府,大阪市福島区,おおさかしふくしまく
271047,大阪府,大阪市此花区,おおさかしこのはなく
271063,大阪府,大阪市西区,おおさかしにしく
271071,大阪府,大阪市港区,おおさかしみなとく
271080,大阪府,大阪市大正区,おおさかしたいしょうく
271098,大阪府,大阪市天王寺区,おおさかしてんのうじく
271110,大阪府,大阪市浪速区,おおさかしなにわく
271136,大阪府,大阪市西淀川区,おおさかしにしよどがわく
271144,大阪府,大阪市東淀川区,おおさかしひがしよどがわく
271152,大阪府,大阪市東成区,おおさかしひがしなりく
271161,大阪府,大阪市生野区,おおさかしいくのく
271179,大阪府,大阪市旭区,おおさかしあさひく
271187,大阪府,大阪市城東区,おおさかしじょうとうく
271195,大阪府,大阪市阿倍野区,おおさかしあべのく
271217,大阪府,大阪市東住吉区,おおさかしひがしすみよしく
271225,大阪府,大阪市西成区,おおさかしにしなりく
271233,大阪府,大阪市淀川区,おおさかしよどがわく
271241,大阪府,大阪市鶴見区,おおさかしつるみく
271250,大阪府,大阪市住之江区,おおさかしすみのえく
271268,大阪府,大阪市平野区,おおさかしひらのく
271276,大阪府,大阪市北区,おおさかしきたく
271284,大阪府,大阪市中央区,おおさかしちゅうおうく
271403,大阪府,堺市,さかいし
271411,大阪府,堺市堺区,さかいしさかいく
271420,大阪府,堺市中区,さかいしなかく
271438,大阪府,堺市東区,さかいしひがしく
271446,大阪府,堺市西区,さかいしにしく
271454,大阪府,堺市南区,さかいしみなみく
271462,大阪府,堺市北区,さかいしきたく
271471,大阪府,堺市美原区,さかいしみはらく
281000,兵庫県,神戸市,こうべし
281018,兵庫県,神戸市東灘区,こうべしひがしなだく
281026,兵庫県,神戸市灘区,こうべしなだく
281051,兵庫県,神戸市兵庫区,こうべしひょうごく
281069,兵庫県,神戸市長田区,こうべしながたく
281077,兵庫県,神戸市須磨区,こうべしすまく
281085,兵庫県,神戸市垂水区,こうべしたるみく
281093,兵庫県,神戸市北区,こうべしきたく
281107,兵庫県,神戸市中央区,こうべしちゅうおうく
281115,兵庫県,神戸市西区,こうべしにしく
331007,岡山県,岡山市,おかやまし
331015,岡山県,岡山市北区,おかやましきたく
331023,岡山県,岡山市中区,おかやましなかく
331031,岡山県,岡山市東区,おかやましひがしく
331040,岡山県,岡山市南区,おかやましみなみく
341002,広島県,広島市,ひろしまし
341011,広島県,広島市中区,ひろしましなかく
341029,広島県,広島市東区,ひろしましひがしく
341037,広島県,広島市南区,ひろしましみなみく
341045,広島県,広島市西区,ひろしましにしく
341053,広島県,広島市安佐南区,ひろしましあさみなみく
341061,広島県,広島市安佐北区,ひろしましあさきたく
341070,広島県,広島市安芸区,ひろしましあきく
341088,広島県,広島市佐伯区,ひろしましさえきく
401005,福岡県,北九州市,きたきゅうしゅうし
401013,福岡県,北九州市門司区,きたきゅうしゅうしもじく
401030,福岡県,北九州市若松区,きたきゅうしゅうしわかまつく
401056,福岡県,北九州市戸畑区,きたきゅうしゅうしとばたく
401064,福岡県,北九州市小倉北区,きたきゅうしゅうしこくらきたく
401072,福岡県,北九州市小倉南区,きたきゅうしゅうしこくらみなみく
401081,福岡県,北九州市八幡東区,
401099,福岡県,北九州市八幡西区,きたきゅうしゅうしやはたにしく
401307,福岡県,福岡市,ふくおかし
401315,福岡県,福岡市東区,ふくおかしひがしく
401323,福岡県,福岡市博多区,ふくおかしはかたく
401331,福岡県,福岡市中央区,ふくおかしちゅうおうく
401340,福岡県,福岡市南区,ふくおかしみなみく
401358,福岡県,福岡市西区,ふくおかしにしく
401366,福岡県,福岡市城南区,ふくおかしじょうなんく
401374,福岡県,福岡市早良区,ふくおかしさわらく
431001,熊本県,熊本市,くまもとし
431010,熊本県,熊本市中央区,くまもとしちゅうおうく
431028,熊本県,熊本市東区,くまもとしひがしく
431036,熊本県,熊本市西区,くまもとしにしく
431044,熊本県,熊本市南区,くまもとしみなみく
431052,熊本県,熊本市北区,くまもとしきたく
